codelist,code,term
atomoxetine,45441311000001108,Atomoxetine 10mg capsules (Amarox Ltd) (AMP)
atomoxetine,45441611000001103,Atomoxetine 25mg capsules (Amarox Ltd) (AMP)
atomoxetine,45448911000001100,Atomoxetine 40mg capsules (Amarox Ltd) (AMP)
atomoxetine,45449411000001100,Atomoxetine 60mg capsules (Amarox Ltd) (AMP)
atomoxetine,45449611000001102,Atomoxetine 80mg capsules (Amarox Ltd) (AMP)
atomoxetine,45449811000001103,Atomoxetine 100mg capsules (Amarox Ltd) (AMP)
atomoxetine,7643611000001100,Strattera 10mg capsules (Eli Lilly and Company Ltd) (AMP)
atomoxetine,7649411000001101,Strattera 18mg capsules (Eli Lilly and Company Ltd) (AMP)
atomoxetine,7649911000001109,Strattera 25mg capsules (Eli Lilly and Company Ltd) (AMP)
atomoxetine,7650411000001109,Strattera 40mg capsules (Eli Lilly and Company Ltd) (AMP)
atomoxetine,7650811000001106,Strattera 60mg capsules (Eli Lilly and Company Ltd) (AMP)
atomoxetine,774690000,Atomoxetine (VTM)
guanfacine,15602311000001107,Tenex 1mg tablets (Imported (United States)) (AMP)
guanfacine,31074011000001104,Intuniv 1mg modified-release tablets (Takeda UK Ltd) (AMP)
guanfacine,31074311000001101,Intuniv 2mg modified-release tablets (Takeda UK Ltd) (AMP)
guanfacine,31074611000001106,Intuniv 3mg modified-release tablets (Takeda UK Ltd) (AMP)
guanfacine,31074911000001100,Intuniv 4mg modified-release tablets (Takeda UK Ltd) (AMP)
guanfacine,31087611000001109,Guanfacine 1mg modified-release tablets (VMP)
guanfacine,31087711000001100,Guanfacine 2mg modified-release tablets (VMP)
guanfacine,31087811000001108,Guanfacine 3mg modified-release tablets (VMP)
guanfacine,31087911000001103,Guanfacine 4mg modified-release tablets (VMP)
guanfacine,32871811000001105,Guanfacine 1mg tablets (Special Order) (AMP)
guanfacine,36957411000001108,Guanfacine 2mg tablets (Special Order) (AMP)
guanfacine,36978811000001107,Guanfacine 2mg tablets (VMP)
guanfacine,39693311000001109,Guanfacine 1mg tablets (VMP)
guanfacine,42836611000001100,Guanfacine 2mg modified-release tablets (Imported) (AMP)
guanfacine,42836911000001106,Guanfacine 3mg modified-release tablets (Imported) (AMP)
guanfacine,45386011000001102,Guanfacine 1mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45386311000001104,Guanfacine 2mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45386711000001100,Guanfacine 4mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45387011000001104,Guanfacine 3mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45421811000001101,Guanfacine 5mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45422111000001103,Guanfacine 6mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45422511000001107,Guanfacine 7mg modified-release tablets (Neuraxpharm UK Ltd) (AMP)
guanfacine,45481311000001103,Guanfacine 5mg modified-release tablets (VMP)
guanfacine,45481411000001105,Guanfacine 6mg modified-release tablets (VMP)
guanfacine,45481511000001109,Guanfacine 7mg modified-release tablets (VMP)
guanfacine,45493811000001107,Guanfacine 3mg modified-release tablets (Accord-UK Ltd) (AMP)
guanfacine,45494211000001109,Guanfacine 4mg modified-release tablets (Accord-UK Ltd) (AMP)
guanfacine,45494711000001102,Guanfacine 1mg modified-release tablets (Accord-UK Ltd) (AMP)
guanfacine,45495111000001104,Guanfacine 2mg modified-release tablets (Accord-UK Ltd) (AMP)
guanfacine,45562611000001108,Guanfacine 1mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,45564611000001100,Guanfacine 3mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,45564811000001101,Guanfacine 2mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,45565511000001103,Guanfacine 4mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,45615211000001109,Guanfacine 1mg modified-release tablets (A A H Pharmaceuticals Ltd) (AMP)
guanfacine,45615411000001108,Guanfacine 2mg modified-release tablets (A A H Pharmaceuticals Ltd) (AMP)
guanfacine,45615611000001106,Guanfacine 3mg modified-release tablets (A A H Pharmaceuticals Ltd) (AMP)
guanfacine,45615811000001105,Guanfacine 4mg modified-release tablets (A A H Pharmaceuticals Ltd) (AMP)
guanfacine,45661311000001104,Guanfacine 7mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,45661511000001105,Guanfacine 6mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,45661911000001103,Guanfacine 5mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
guanfacine,776162002,Guanfacine (VTM)
