estimate_year,source_workbook,icb_name,population
2017,ons_pop_estimates_2011-2022.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1089182
2017,ons_pop_estimates_2011-2022.xlsx,NHS Lincolnshire Integrated Care Board,753031
2017,ons_pop_estimates_2011-2022.xlsx,NHS Mid and South Essex Integrated Care Board,1181834
2017,ons_pop_estimates_2011-2022.xlsx,NHS Norfolk and Waveney Integrated Care Board,1014834
2017,ons_pop_estimates_2011-2022.xlsx,NHS North Central London Integrated Care Board,1432025
2017,ons_pop_estimates_2011-2022.xlsx,NHS North East London Integrated Care Board,1960058
2017,ons_pop_estimates_2011-2022.xlsx,NHS North East and North Cumbria Integrated Care Board,2941781
2017,ons_pop_estimates_2011-2022.xlsx,NHS North West London Integrated Care Board,2091406
2017,ons_pop_estimates_2011-2022.xlsx,NHS Northamptonshire Integrated Care Board,759436
2017,ons_pop_estimates_2011-2022.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1132711
2017,ons_pop_estimates_2011-2022.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",492760
2017,ons_pop_estimates_2011-2022.xlsx,NHS Somerset Integrated Care Board,558895
2017,ons_pop_estimates_2011-2022.xlsx,NHS South East London Integrated Care Board,1791795
2017,ons_pop_estimates_2011-2022.xlsx,NHS South West London Integrated Care Board,1500945
2017,ons_pop_estimates_2011-2022.xlsx,NHS South Yorkshire Integrated Care Board,1368187
2017,ons_pop_estimates_2011-2022.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1121763
2017,ons_pop_estimates_2011-2022.xlsx,NHS Suffolk and North East Essex Integrated Care Board,968804
2017,ons_pop_estimates_2011-2022.xlsx,NHS Surrey Heartlands Integrated Care Board,1032558
2017,ons_pop_estimates_2011-2022.xlsx,NHS Sussex Integrated Care Board,1683734
2017,ons_pop_estimates_2011-2022.xlsx,NHS West Yorkshire Integrated Care Board,2365463
2018,ons_pop_estimates_2011-2022.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",924266
2018,ons_pop_estimates_2011-2022.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",965638
2018,ons_pop_estimates_2011-2022.xlsx,NHS Birmingham and Solihull Integrated Care Board,1360951
2018,ons_pop_estimates_2011-2022.xlsx,NHS Black Country Integrated Care Board,1203361
2018,ons_pop_estimates_2011-2022.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",963105
2018,ons_pop_estimates_2011-2022.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1736001
2018,ons_pop_estimates_2011-2022.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,896611
2018,ons_pop_estimates_2011-2022.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2489958
2018,ons_pop_estimates_2011-2022.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,562127
2018,ons_pop_estimates_2011-2022.xlsx,NHS Coventry and Warwickshire Integrated Care Board,921200
2018,ons_pop_estimates_2011-2022.xlsx,NHS Derby and Derbyshire Integrated Care Board,1047321
2018,ons_pop_estimates_2011-2022.xlsx,NHS Devon Integrated Care Board,1193623
2018,ons_pop_estimates_2011-2022.xlsx,NHS Dorset Integrated Care Board,775668
2018,ons_pop_estimates_2011-2022.xlsx,NHS Frimley Integrated Care Board,755629
2018,ons_pop_estimates_2011-2022.xlsx,NHS Gloucestershire Integrated Care Board,634653
2018,ons_pop_estimates_2011-2022.xlsx,NHS Greater Manchester Integrated Care Board,2823878
2018,ons_pop_estimates_2011-2022.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1809464
2018,ons_pop_estimates_2011-2022.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,781503
2018,ons_pop_estimates_2011-2022.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1480063
2018,ons_pop_estimates_2011-2022.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1689526
2018,ons_pop_estimates_2011-2022.xlsx,NHS Kent and Medway Integrated Care Board,1831680
2018,ons_pop_estimates_2011-2022.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1690299
2018,ons_pop_estimates_2011-2022.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1102237
2018,ons_pop_estimates_2011-2022.xlsx,NHS Lincolnshire Integrated Care Board,757281
2018,ons_pop_estimates_2011-2022.xlsx,NHS Mid and South Essex Integrated Care Board,1187367
2018,ons_pop_estimates_2011-2022.xlsx,NHS Norfolk and Waveney Integrated Care Board,1019909
2018,ons_pop_estimates_2011-2022.xlsx,NHS North Central London Integrated Care Board,1435182
2018,ons_pop_estimates_2011-2022.xlsx,NHS North East London Integrated Care Board,1983158
2018,ons_pop_estimates_2011-2022.xlsx,NHS North East and North Cumbria Integrated Care Board,2947451
2018,ons_pop_estimates_2011-2022.xlsx,NHS North West London Integrated Care Board,2104696
2018,ons_pop_estimates_2011-2022.xlsx,NHS Northamptonshire Integrated Care Board,769240
2018,ons_pop_estimates_2011-2022.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1139072
2018,ons_pop_estimates_2011-2022.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",496660
2018,ons_pop_estimates_2011-2022.xlsx,NHS Somerset Integrated Care Board,562159
2018,ons_pop_estimates_2011-2022.xlsx,NHS South East London Integrated Care Board,1803926
2018,ons_pop_estimates_2011-2022.xlsx,NHS South West London Integrated Care Board,1506373
2018,ons_pop_estimates_2011-2022.xlsx,NHS South Yorkshire Integrated Care Board,1372522
2018,ons_pop_estimates_2011-2022.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1125653
2018,ons_pop_estimates_2011-2022.xlsx,NHS Suffolk and North East Essex Integrated Care Board,973192
2018,ons_pop_estimates_2011-2022.xlsx,NHS Surrey Heartlands Integrated Care Board,1033950
2018,ons_pop_estimates_2011-2022.xlsx,NHS Sussex Integrated Care Board,1692217
2018,ons_pop_estimates_2011-2022.xlsx,NHS West Yorkshire Integrated Care Board,2375758
2019,ons_pop_estimates_2011-2022.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",931106
2019,ons_pop_estimates_2011-2022.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",976433
2019,ons_pop_estimates_2011-2022.xlsx,NHS Birmingham and Solihull Integrated Care Board,1366969
2019,ons_pop_estimates_2011-2022.xlsx,NHS Black Country Integrated Care Board,1210407
2019,ons_pop_estimates_2011-2022.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",970023
2019,ons_pop_estimates_2011-2022.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1748767
2019,ons_pop_estimates_2011-2022.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,901714
2019,ons_pop_estimates_2011-2022.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2502280
2019,ons_pop_estimates_2011-2022.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,565793
2019,ons_pop_estimates_2011-2022.xlsx,NHS Coventry and Warwickshire Integrated Care Board,927870
2019,ons_pop_estimates_2011-2022.xlsx,NHS Derby and Derbyshire Integrated Care Board,1051894
2019,ons_pop_estimates_2011-2022.xlsx,NHS Devon Integrated Care Board,1200337
2019,ons_pop_estimates_2011-2022.xlsx,NHS Dorset Integrated Care Board,777881
2019,ons_pop_estimates_2011-2022.xlsx,NHS Frimley Integrated Care Board,760288
2019,ons_pop_estimates_2011-2022.xlsx,NHS Gloucestershire Integrated Care Board,638676
2019,ons_pop_estimates_2011-2022.xlsx,NHS Greater Manchester Integrated Care Board,2847959
2019,ons_pop_estimates_2011-2022.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1812765
2019,ons_pop_estimates_2011-2022.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,784623
2019,ons_pop_estimates_2011-2022.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1488874
2019,ons_pop_estimates_2011-2022.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1693839
2019,ons_pop_estimates_2011-2022.xlsx,NHS Kent and Medway Integrated Care Board,1842692
2019,ons_pop_estimates_2011-2022.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1700827
2019,ons_pop_estimates_2011-2022.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1110768
2019,ons_pop_estimates_2011-2022.xlsx,NHS Lincolnshire Integrated Care Board,761263
2019,ons_pop_estimates_2011-2022.xlsx,NHS Mid and South Essex Integrated Care Board,1194695
2019,ons_pop_estimates_2011-2022.xlsx,NHS Norfolk and Waveney Integrated Care Board,1023324
2019,ons_pop_estimates_2011-2022.xlsx,NHS North Central London Integrated Care Board,1438587
2019,ons_pop_estimates_2011-2022.xlsx,NHS North East London Integrated Care Board,2002361
2019,ons_pop_estimates_2011-2022.xlsx,NHS North East and North Cumbria Integrated Care Board,2954912
2019,ons_pop_estimates_2011-2022.xlsx,NHS North West London Integrated Care Board,2115848
2019,ons_pop_estimates_2011-2022.xlsx,NHS Northamptonshire Integrated Care Board,777016
2019,ons_pop_estimates_2011-2022.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1143060
2019,ons_pop_estimates_2011-2022.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",501810
2019,ons_pop_estimates_2011-2022.xlsx,NHS Somerset Integrated Care Board,564987
2019,ons_pop_estimates_2011-2022.xlsx,NHS South East London Integrated Care Board,1814029
2019,ons_pop_estimates_2011-2022.xlsx,NHS South West London Integrated Care Board,1518918
2019,ons_pop_estimates_2011-2022.xlsx,NHS South Yorkshire Integrated Care Board,1374386
2019,ons_pop_estimates_2011-2022.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1129298
2019,ons_pop_estimates_2011-2022.xlsx,NHS Suffolk and North East Essex Integrated Care Board,977127
2019,ons_pop_estimates_2011-2022.xlsx,NHS Surrey Heartlands Integrated Care Board,1038338
2019,ons_pop_estimates_2011-2022.xlsx,NHS Sussex Integrated Care Board,1696921
2019,ons_pop_estimates_2011-2022.xlsx,NHS West Yorkshire Integrated Care Board,2390391
2020,ons_pop_estimates_2011-2022.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",937783
2020,ons_pop_estimates_2011-2022.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",986038
2020,ons_pop_estimates_2011-2022.xlsx,NHS Birmingham and Solihull Integrated Care Board,1365124
2020,ons_pop_estimates_2011-2022.xlsx,NHS Black Country Integrated Care Board,1211650
2020,ons_pop_estimates_2011-2022.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",974883
2020,ons_pop_estimates_2011-2022.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1760509
2020,ons_pop_estimates_2011-2022.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,905115
2020,ons_pop_estimates_2011-2022.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2505804
2020,ons_pop_estimates_2011-2022.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,567075
2020,ons_pop_estimates_2011-2022.xlsx,NHS Coventry and Warwickshire Integrated Care Board,933955
2020,ons_pop_estimates_2011-2022.xlsx,NHS Derby and Derbyshire Integrated Care Board,1052832
2020,ons_pop_estimates_2011-2022.xlsx,NHS Devon Integrated Care Board,1204321
2020,ons_pop_estimates_2011-2022.xlsx,NHS Dorset Integrated Care Board,777234
2020,ons_pop_estimates_2011-2022.xlsx,NHS Frimley Integrated Care Board,763426
2020,ons_pop_estimates_2011-2022.xlsx,NHS Gloucestershire Integrated Care Board,640572
2020,ons_pop_estimates_2011-2022.xlsx,NHS Greater Manchester Integrated Care Board,2856110
2020,ons_pop_estimates_2011-2022.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1816220
2020,ons_pop_estimates_2011-2022.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,785705
2020,ons_pop_estimates_2011-2022.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1495402
2020,ons_pop_estimates_2011-2022.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1692548
2020,ons_pop_estimates_2011-2022.xlsx,NHS Kent and Medway Integrated Care Board,1848335
2020,ons_pop_estimates_2011-2022.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1706454
2020,ons_pop_estimates_2011-2022.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1115091
2020,ons_pop_estimates_2011-2022.xlsx,NHS Lincolnshire Integrated Care Board,763610
2020,ons_pop_estimates_2011-2022.xlsx,NHS Mid and South Essex Integrated Care Board,1196894
2020,ons_pop_estimates_2011-2022.xlsx,NHS Norfolk and Waveney Integrated Care Board,1026251
2020,ons_pop_estimates_2011-2022.xlsx,NHS North Central London Integrated Care Board,1429515
2020,ons_pop_estimates_2011-2022.xlsx,NHS North East London Integrated Care Board,2001328
2020,ons_pop_estimates_2011-2022.xlsx,NHS North East and North Cumbria Integrated Care Board,2955715
2020,ons_pop_estimates_2011-2022.xlsx,NHS North West London Integrated Care Board,2107491
2020,ons_pop_estimates_2011-2022.xlsx,NHS Northamptonshire Integrated Care Board,778996
2020,ons_pop_estimates_2011-2022.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1144940
2020,ons_pop_estimates_2011-2022.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",504537
2020,ons_pop_estimates_2011-2022.xlsx,NHS Somerset Integrated Care Board,566310
2020,ons_pop_estimates_2011-2022.xlsx,NHS South East London Integrated Care Board,1808306
2020,ons_pop_estimates_2011-2022.xlsx,NHS South West London Integrated Care Board,1520368
2020,ons_pop_estimates_2011-2022.xlsx,NHS South Yorkshire Integrated Care Board,1373015
2020,ons_pop_estimates_2011-2022.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1130953
2020,ons_pop_estimates_2011-2022.xlsx,NHS Suffolk and North East Essex Integrated Care Board,978534
2020,ons_pop_estimates_2011-2022.xlsx,NHS Surrey Heartlands Integrated Care Board,1041708
2020,ons_pop_estimates_2011-2022.xlsx,NHS Sussex Integrated Care Board,1698432
2020,ons_pop_estimates_2011-2022.xlsx,NHS West Yorkshire Integrated Care Board,2396872
2021,ons_pop_estimates_2011-2022.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",945766
2021,ons_pop_estimates_2011-2022.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1001770
2021,ons_pop_estimates_2011-2022.xlsx,NHS Birmingham and Solihull Integrated Care Board,1359962
2021,ons_pop_estimates_2011-2022.xlsx,NHS Black Country Integrated Care Board,1214138
2021,ons_pop_estimates_2011-2022.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",979556
2021,ons_pop_estimates_2011-2022.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1781954
2021,ons_pop_estimates_2011-2022.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,917491
2021,ons_pop_estimates_2011-2022.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2521674
2021,ons_pop_estimates_2011-2022.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,574219
2021,ons_pop_estimates_2011-2022.xlsx,NHS Coventry and Warwickshire Integrated Care Board,943266
2021,ons_pop_estimates_2011-2022.xlsx,NHS Derby and Derbyshire Integrated Care Board,1057970
2021,ons_pop_estimates_2011-2022.xlsx,NHS Devon Integrated Care Board,1218643
2021,ons_pop_estimates_2011-2022.xlsx,NHS Dorset Integrated Care Board,781400
2021,ons_pop_estimates_2011-2022.xlsx,NHS Frimley Integrated Care Board,766826
2021,ons_pop_estimates_2011-2022.xlsx,NHS Gloucestershire Integrated Care Board,646485
2021,ons_pop_estimates_2011-2022.xlsx,NHS Greater Manchester Integrated Care Board,2869531
2021,ons_pop_estimates_2011-2022.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1826528
2021,ons_pop_estimates_2011-2022.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,792424
2021,ons_pop_estimates_2011-2022.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1500915
2021,ons_pop_estimates_2011-2022.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1700188
2021,ons_pop_estimates_2011-2022.xlsx,NHS Kent and Medway Integrated Care Board,1858455
2021,ons_pop_estimates_2011-2022.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1718731
2021,ons_pop_estimates_2011-2022.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1120914
2021,ons_pop_estimates_2011-2022.xlsx,NHS Lincolnshire Integrated Care Board,769440
2021,ons_pop_estimates_2011-2022.xlsx,NHS Mid and South Essex Integrated Care Board,1201441
2021,ons_pop_estimates_2011-2022.xlsx,NHS Norfolk and Waveney Integrated Care Board,1034922
2021,ons_pop_estimates_2011-2022.xlsx,NHS North Central London Integrated Care Board,1411166
2021,ons_pop_estimates_2011-2022.xlsx,NHS North East London Integrated Care Board,2001819
2021,ons_pop_estimates_2011-2022.xlsx,NHS North East and North Cumbria Integrated Care Board,2967777
2021,ons_pop_estimates_2011-2022.xlsx,NHS North West London Integrated Care Board,2093775
2021,ons_pop_estimates_2011-2022.xlsx,NHS Northamptonshire Integrated Care Board,787125
2021,ons_pop_estimates_2011-2022.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1146110
2021,ons_pop_estimates_2011-2022.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",510526
2021,ons_pop_estimates_2011-2022.xlsx,NHS Somerset Integrated Care Board,573100
2021,ons_pop_estimates_2011-2022.xlsx,NHS South East London Integrated Care Board,1790539
2021,ons_pop_estimates_2011-2022.xlsx,NHS South West London Integrated Care Board,1507470
2021,ons_pop_estimates_2011-2022.xlsx,NHS South Yorkshire Integrated Care Board,1374792
2021,ons_pop_estimates_2011-2022.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1135910
2021,ons_pop_estimates_2011-2022.xlsx,NHS Suffolk and North East Essex Integrated Care Board,988472
2021,ons_pop_estimates_2011-2022.xlsx,NHS Surrey Heartlands Integrated Care Board,1051991
2021,ons_pop_estimates_2011-2022.xlsx,NHS Sussex Integrated Care Board,1708363
2021,ons_pop_estimates_2011-2022.xlsx,NHS West Yorkshire Integrated Care Board,2401347
2022,ons_pop_estimates_2022-2024.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",954424
2022,ons_pop_estimates_2022-2024.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1016836
2022,ons_pop_estimates_2022-2024.xlsx,NHS Birmingham and Solihull Integrated Care Board,1371550
2022,ons_pop_estimates_2022-2024.xlsx,NHS Black Country Integrated Care Board,1227001
2022,ons_pop_estimates_2022-2024.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",994094
2022,ons_pop_estimates_2022-2024.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1806092
2022,ons_pop_estimates_2022-2024.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,928696
2022,ons_pop_estimates_2022-2024.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2550206
2022,ons_pop_estimates_2022-2024.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,577931
2022,ons_pop_estimates_2022-2024.xlsx,NHS Coventry and Warwickshire Integrated Care Board,960146
2022,ons_pop_estimates_2022-2024.xlsx,NHS Derby and Derbyshire Integrated Care Board,1067999
2022,ons_pop_estimates_2022-2024.xlsx,NHS Devon Integrated Care Board,1232751
2022,ons_pop_estimates_2022-2024.xlsx,NHS Dorset Integrated Care Board,786293
2022,ons_pop_estimates_2022-2024.xlsx,NHS Frimley Integrated Care Board,775345
2022,ons_pop_estimates_2022-2024.xlsx,NHS Gloucestershire Integrated Care Board,652938
2022,ons_pop_estimates_2022-2024.xlsx,NHS Greater Manchester Integrated Care Board,2919285
2022,ons_pop_estimates_2022-2024.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1843656
2022,ons_pop_estimates_2022-2024.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,798072
2022,ons_pop_estimates_2022-2024.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1507004
2022,ons_pop_estimates_2022-2024.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1714496
2022,ons_pop_estimates_2022-2024.xlsx,NHS Kent and Medway Integrated Care Board,1877610
2022,ons_pop_estimates_2022-2024.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1740587
2022,ons_pop_estimates_2022-2024.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1137436
2022,ons_pop_estimates_2022-2024.xlsx,NHS Lincolnshire Integrated Care Board,776038
2022,ons_pop_estimates_2022-2024.xlsx,NHS Mid and South Essex Integrated Care Board,1209499
2022,ons_pop_estimates_2022-2024.xlsx,NHS Norfolk and Waveney Integrated Care Board,1042108
2022,ons_pop_estimates_2022-2024.xlsx,NHS North Central London Integrated Care Board,1416437
2022,ons_pop_estimates_2022-2024.xlsx,NHS North East London Integrated Care Board,2028291
2022,ons_pop_estimates_2022-2024.xlsx,NHS North East and North Cumbria Integrated Care Board,3006982
2022,ons_pop_estimates_2022-2024.xlsx,NHS North West London Integrated Care Board,2116467
2022,ons_pop_estimates_2022-2024.xlsx,NHS Northamptonshire Integrated Care Board,792856
2022,ons_pop_estimates_2022-2024.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1161948
2022,ons_pop_estimates_2022-2024.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",516352
2022,ons_pop_estimates_2022-2024.xlsx,NHS Somerset Integrated Care Board,577349
2022,ons_pop_estimates_2022-2024.xlsx,NHS South East London Integrated Care Board,1796334
2022,ons_pop_estimates_2022-2024.xlsx,NHS South West London Integrated Care Board,1513839
2022,ons_pop_estimates_2022-2024.xlsx,NHS South Yorkshire Integrated Care Board,1392826
2022,ons_pop_estimates_2022-2024.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1147132
2022,ons_pop_estimates_2022-2024.xlsx,NHS Suffolk and North East Essex Integrated Care Board,998208
2022,ons_pop_estimates_2022-2024.xlsx,NHS Surrey Heartlands Integrated Care Board,1061361
2022,ons_pop_estimates_2022-2024.xlsx,NHS Sussex Integrated Care Board,1722343
2022,ons_pop_estimates_2022-2024.xlsx,NHS West Yorkshire Integrated Care Board,2427577
2023,ons_pop_estimates_2022-2024.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",965281
2023,ons_pop_estimates_2022-2024.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1041985
2023,ons_pop_estimates_2022-2024.xlsx,NHS Birmingham and Solihull Integrated Care Board,1389948
2023,ons_pop_estimates_2022-2024.xlsx,NHS Black Country Integrated Care Board,1245025
2023,ons_pop_estimates_2022-2024.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",1008738
2023,ons_pop_estimates_2022-2024.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1836111
2023,ons_pop_estimates_2022-2024.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,942489
2023,ons_pop_estimates_2022-2024.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2584603
2023,ons_pop_estimates_2022-2024.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,581814
2023,ons_pop_estimates_2022-2024.xlsx,NHS Coventry and Warwickshire Integrated Care Board,979614
2023,ons_pop_estimates_2022-2024.xlsx,NHS Derby and Derbyshire Integrated Care Board,1083536
2023,ons_pop_estimates_2022-2024.xlsx,NHS Devon Integrated Care Board,1243876
2023,ons_pop_estimates_2022-2024.xlsx,NHS Dorset Integrated Care Board,792777
2023,ons_pop_estimates_2022-2024.xlsx,NHS Frimley Integrated Care Board,790603
2023,ons_pop_estimates_2022-2024.xlsx,NHS Gloucestershire Integrated Care Board,661724
2023,ons_pop_estimates_2022-2024.xlsx,NHS Greater Manchester Integrated Care Board,2965612
2023,ons_pop_estimates_2022-2024.xlsx,NHS Hampshire and Isle of Wight Integrated Care Board,1866042
2023,ons_pop_estimates_2022-2024.xlsx,NHS Herefordshire and Worcestershire Integrated Care Board,805706
2023,ons_pop_estimates_2022-2024.xlsx,NHS Hertfordshire and West Essex Integrated Care Board,1526556
2023,ons_pop_estimates_2022-2024.xlsx,NHS Humber and North Yorkshire Integrated Care Board,1731233
2023,ons_pop_estimates_2022-2024.xlsx,NHS Kent and Medway Integrated Care Board,1905588
2023,ons_pop_estimates_2022-2024.xlsx,NHS Lancashire and South Cumbria Integrated Care Board,1765008
2023,ons_pop_estimates_2022-2024.xlsx,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",1157739
2023,ons_pop_estimates_2022-2024.xlsx,NHS Lincolnshire Integrated Care Board,783984
2023,ons_pop_estimates_2022-2024.xlsx,NHS Mid and South Essex Integrated Care Board,1225206
2023,ons_pop_estimates_2022-2024.xlsx,NHS Norfolk and Waveney Integrated Care Board,1050895
2023,ons_pop_estimates_2022-2024.xlsx,NHS North Central London Integrated Care Board,1429135
2023,ons_pop_estimates_2022-2024.xlsx,NHS North East London Integrated Care Board,2068022
2023,ons_pop_estimates_2022-2024.xlsx,NHS North East and North Cumbria Integrated Care Board,3050087
2023,ons_pop_estimates_2022-2024.xlsx,NHS North West London Integrated Care Board,2156686
2023,ons_pop_estimates_2022-2024.xlsx,NHS Northamptonshire Integrated Care Board,805069
2023,ons_pop_estimates_2022-2024.xlsx,NHS Nottingham and Nottinghamshire Integrated Care Board,1173914
2023,ons_pop_estimates_2022-2024.xlsx,"NHS Shropshire, Telford and Wrekin Integrated Care Board",521975
2023,ons_pop_estimates_2022-2024.xlsx,NHS Somerset Integrated Care Board,582962
2023,ons_pop_estimates_2022-2024.xlsx,NHS South East London Integrated Care Board,1813474
2023,ons_pop_estimates_2022-2024.xlsx,NHS South West London Integrated Care Board,1532388
2023,ons_pop_estimates_2022-2024.xlsx,NHS South Yorkshire Integrated Care Board,1412806
2023,ons_pop_estimates_2022-2024.xlsx,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,1163688
2023,ons_pop_estimates_2022-2024.xlsx,NHS Suffolk and North East Essex Integrated Care Board,1013605
2023,ons_pop_estimates_2022-2024.xlsx,NHS Surrey Heartlands Integrated Care Board,1074888
2023,ons_pop_estimates_2022-2024.xlsx,NHS Sussex Integrated Care Board,1741806
2023,ons_pop_estimates_2022-2024.xlsx,NHS West Yorkshire Integrated Care Board,2460272
2024,ons_pop_estimates_2022-2024.xlsx,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",974918
2024,ons_pop_estimates_2022-2024.xlsx,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1063247
2024,ons_pop_estimates_2022-2024.xlsx,NHS Birmingham and Solihull Integrated Care Board,1404860
2024,ons_pop_estimates_2022-2024.xlsx,NHS Black Country Integrated Care Board,1262719
2024,ons_pop_estimates_2022-2024.xlsx,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",1025309
2024,ons_pop_estimates_2022-2024.xlsx,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",1862474
2024,ons_pop_estimates_2022-2024.xlsx,NHS Cambridgeshire and Peterborough Integrated Care Board,955401
2024,ons_pop_estimates_2022-2024.xlsx,NHS Cheshire and Merseyside Integrated Care Board,2615425
2024,ons_pop_estimates_2022-2024.xlsx,NHS Cornwall and the Isles of Scilly Integrated Care Board,585655
